City,State,Zip3
SHAWMUT,MT,590
SHAWNEE,CO,804
SHAWNEE,KS,662
SHAWNEE,OK,748
SHAWNEE ON DELAWARE,PA,183
SHAWSVILLE,VA,241
SHAWVILLE,PA,168
SHEAKLEYVILLE,PA,161
SHEBOYGAN,WI,530
SHEBOYGAN FALLS,WI,530
SHEDD,OR,973
SHEEP SPRINGS,NM,873
SHEEPRANCH,CA,952
SHEFFIELD,AL,356
SHEFFIELD,IA,504
SHEFFIELD,IL,613
SHEFFIELD,MA,012
SHEFFIELD,PA,163
SHEFFIELD,TX,797
SHEFFIELD,VT,058
SHELBINA,MO,634
SHELBURN,IN,478
SHELBURNE,VT,054
SHELBURNE FALLS,MA,013
SHELBY,AL,351
SHELBY,IN,463
SHELBY,MI,494
SHELBY,MS,387
SHELBY,MT,594
SHELBY,NC,281
SHELBY,OH,448
SHELBY GAP,KY,415
SHELBY TOWNSHIP,MI,483
SHELBYVILLE,IL,625
SHELBYVILLE,IN,461
SHELBYVILLE,KY,400
SHELBYVILLE,MI,493
SHELBYVILLE,MO,634
SHELBYVILLE,TN,371
SHELBYVILLE,TX,759
SHELDAHL,IA,502
SHELDON,IA,512
SHELDON,IL,609
SHELDON,MO,647
SHELDON,SC,299
SHELDON,WI,547
SHELDON SPRINGS,VT,054
SHELDONVILLE,MA,020
SHELL,WY,824
SHELL KNOB,MO,657
SHELL LAKE,WI,548
SHELL ROCK,IA,506
SHELLEY,ID,832
SHELLMAN,GA,317
SHELLSBURG,IA,523
SHELOCTA,PA,157
SHELTER ISLAND,NY,119
SHELTER ISLAND HEIGHTS,NY,119
SHELTON,CT,064
SHELTON,NE,688
SHELTON,WA,985
SHENANDOAH,IA,516
SHENANDOAH,PA,179
SHENANDOAH,VA,228
SHENANDOAH JUNCTION,WV,254
SHENOROCK,NY,105
SHEPARDSVILLE,IN,478
SHEPHERD,MI,488
SHEPHERD,MT,590
SHEPHERD,TX,773
SHEPHERDSTOWN,WV,254
SHEPHERDSVILLE,KY,401
SHEPPARD AFB,TX,763
SHEPPTON,PA,182
SHERBORN,MA,017
SHERBURN,MN,561
SHERBURNE,NY,134
SHERIDAN,AR,721
SHERIDAN,CA,956
SHERIDAN,IL,605
SHERIDAN,IN,460
SHERIDAN,MI,488
SHERIDAN,MT,597
SHERIDAN,NY,141
SHERIDAN,OR,973
SHERIDAN,TX,774
SHERIDAN,WY,828
SHERIDAN LAKE,CO,810
SHERMAN,CT,067
SHERMAN,IL,626
SHERMAN,ME,047
SHERMAN,MS,388
SHERMAN,NY,147
SHERMAN,TX,750
SHERMAN OAKS,CA,914
SHERMANS DALE,PA,170
SHERRARD,IL,612
SHERRILL,AR,721
SHERRILL,IA,520
SHERRILLS FORD,NC,286
SHERRODSVILLE,OH,446
SHERWOOD,AR,721
SHERWOOD,MI,490
SHERWOOD,ND,587
SHERWOOD,OH,435
SHERWOOD,OR,971
SHERWOOD,WI,541
SHERWOOD FOREST,MD,214
SHEVLIN,MN,566
SHEYENNE,ND,583
SHICKLEY,NE,684
SHICKSHINNY,PA,186
SHIDLER,OK,746
SHILOH,NJ,083
SHILOH,TN,383
SHINER,TX,779
SHINGLE SPRINGS,CA,956
SHINGLEHOUSE,PA,167
SHINGLETON,MI,498
SHINGLETOWN,CA,960
SHINNSTON,WV,264
SHIOCTON,WI,541
SHIPMAN,IL,626
SHIPPENSBURG,PA,172
SHIPPENVILLE,PA,162
SHIPPINGPORT,PA,150
SHIPROCK,NM,874
SHIPSHEWANA,IN,465
SHIRLAND,IL,610
SHIRLEY,AR,721
SHIRLEY,IL,617
SHIRLEY,IN,473
SHIRLEY,MA,014
SHIRLEY,NY,119
SHIRLEYSBURG,PA,172
SHIRO,TX,778
SHISHMAREF,AK,997
SHOALS,IN,475
SHOALS,WV,255
SHOBONIER,IL,628
SHOEMAKERSVILLE,PA,195
SHOKAN,NY,124
SHONTO,AZ,860
SHOOK,MO,639
SHOREHAM,NY,117
SHOREHAM,VT,057
SHORELINE,WA,981
SHORT CREEK,WV,260
SHORT HILLS,NJ,070
SHORTER,AL,360
SHORTSVILLE,NY,145
SHOSHONE,CA,923
SHOSHONE,ID,833
SHOSHONI,WY,826
SHOW LOW,AZ,859
SHREVE,OH,446
SHREVEPORT,LA,711
SHREWSBURY,MA,015
SHREWSBURY,PA,173
SHRUB OAK,NY,105
SHUBUTA,MS,393
SHUMWAY,IL,624
SHUNGNAK,AK,997
SHUQUALAK,MS,393
SHUSHAN,NY,128
SIASCONSET,MA,025
SIBLEY,IA,512
SIBLEY,IL,617
SIBLEY,LA,710
SIBLEY,MS,391
SICILY ISLAND,LA,713
SICKLERVILLE,NJ,080
SIDELL,IL,618
SIDMAN,PA,159
SIDNAW,MI,499
SIDNEY,IA,516
SIDNEY,IL,618
SIDNEY,IN,465
SIDNEY,MI,488
SIDNEY,MT,592
SIDNEY,NE,691
SIDNEY,NY,138
SIDNEY,OH,453
SIDNEY CENTER,NY,138
SIDON,MS,389
SIERRA BLANCA,TX,798
SIERRA CITY,CA,961
SIERRA MADRE,CA,910
SIERRA VISTA,AZ,856
SIERRAVILLE,CA,961
SIGEL,IL,624
SIGEL,PA,158
SIGNAL MOUNTAIN,TN,373
SIGOURNEY,IA,525
SIKES,LA,714
SIKESTON,MO,638
SILAS,AL,369
SILER CITY,NC,273
SILETZ,OR,973
SILEX,MO,633
SILOAM SPRINGS,AR,727
SILSBEE,TX,776
SILVA,MO,639
SILVANA,WA,982
SILVER,TX,769
SILVER BAY,MN,556
SILVER BAY,NY,128
SILVER CITY,MS,391
SILVER CITY,NM,880
SILVER CITY,NV,894
SILVER CREEK,GA,301
SILVER CREEK,MS,396
SILVER CREEK,NE,686
SILVER CREEK,NY,141
SILVER CREEK,WA,985
SILVER GROVE,KY,410
SILVER LAKE,KS,665
SILVER LAKE,MN,553
SILVER LAKE,NH,038
SILVER LAKE,NY,145
SILVER LAKE,OR,976
SILVER PLUME,CO,804
SILVER POINT,TN,385
SILVER SPRING,MD,209
SILVER SPRING,PA,175
SILVER SPRINGS,FL,344
SILVER SPRINGS,NV,894
SILVER SPRINGS,NY,145
SILVER STAR,MT,597
SILVERDALE,PA,189
SILVERDALE,WA,983
SILVERHILL,AL,365
SILVERPEAK,NV,890
SILVERTHORNE,CO,804
SILVERTON,CO,814
SILVERTON,ID,838
SILVERTON,OR,973
SILVERTON,TX,792
SIMI VALLEY,CA,930
SIMLA,CO,808
SIMMESPORT,LA,713
SIMMS,MT,594
SIMMS,TX,755
SIMON,WV,248
SIMONTON,TX,774
SIMPSON,KS,674
SIMPSON,LA,714
SIMPSON,NC,278
SIMPSON,WV,264
SIMPSONVILLE,KY,400
SIMPSONVILLE,MD,211
SIMPSONVILLE,SC,296
SIMSBURY,CT,060
SINAI,SD,570
SINCLAIR,ME,047
SINCLAIRVILLE,NY,147
SINKING SPRING,OH,451
SINSINAWA,WI,538
SINTON,TX,783
SIOUX CENTER,IA,512
SIOUX CITY,IA,511
SIOUX FALLS,SD,571
SIOUX RAPIDS,IA,505
SIPESVILLE,PA,155
SIPSEY,AL,355
SISTER BAY,WI,542
SISTERS,OR,977
SISTERSVILLE,WV,261
SITKA,AK,998
SIX LAKES,MI,488
SIX MILE,SC,296
SIX MILE RUN,PA,166
SKAGWAY,AK,998
SKAMOKAWA,WA,986
SKANDIA,MI,498
SKANEATELES,NY,131
SKANEATELES FALLS,NY,131
SKANEE,MI,499
SKELTON,WV,259
SKIATOOK,OK,740
SKIDMORE,TX,783
SKIPPACK,PA,194
SKOKIE,IL,600
SKOWHEGAN,ME,049
SKULL VALLEY,AZ,863
SKWENTNA,AK,996
SKYFOREST,CA,923
SKYKOMISH,WA,982
SKYLAND,NC,287
SKYTOP,PA,183
SLAGLE,LA,714
SLANESVILLE,WV,254
SLATE HILL,NY,109
SLATEDALE,PA,180
SLATER,CO,816
SLATER,MO,653
SLATER,SC,296
SLATERSVILLE,RI,028
SLATERVILLE SPRINGS,NY,148
SLATINGTON,PA,180
SLATON,TX,793
SLATYFORK,WV,262
SLAUGHTER,LA,707
SLAYDEN,TN,371
SLAYTON,MN,561
SLEDGE,MS,386
SLEEPY EYE,MN,560
SLEEPY HOLLOW,NY,105
SLEETMUTE,AK,996
SLICK,OK,740
SLICKVILLE,PA,156
SLIDELL,LA,704
SLIDELL,TX,762
SLIGO,PA,162
SLINGERLANDS,NY,121
SLOAN,IA,510
SLOANSVILLE,NY,121
SLOATSBURG,NY,109
SLOCOMB,AL,363
SLOUGHHOUSE,CA,956
SLOVAN,PA,150
SMACKOVER,AR,717
SMALLWOOD,NY,127
SMARR,GA,310
SMARTSVILLE,CA,959
SMARTT,TN,373
SMETHPORT,PA,167
SMILEY,TX,781
SMITH,KY,408
SMITH,NV,894
SMITH CENTER,KS,669
SMITH LAKE,NM,873
SMITH RIVER,CA,955
SMITHBURG,WV,264
SMITHDALE,MS,396
SMITHERS,WV,251
SMITHFIELD,IL,614
SMITHFIELD,ME,049
SMITHFIELD,NC,275
SMITHFIELD,OH,439
SMITHFIELD,PA,154
SMITHFIELD,RI,029
SMITHFIELD,UT,843
SMITHFIELD,VA,234
SMITHFIELD,WV,264
SMITHLAND,IA,510
SMITHLAND,KY,420
SMITHMILL,PA,166
SMITHS STATION,AL,368
SMITHSBURG,MD,217
SMITHSHIRE,IL,614
SMITHTON,IL,622
SMITHTON,MO,653
SMITHTON,PA,154
SMITHTOWN,NY,117
SMITHVILLE,AR,724
SMITHVILLE,GA,317
SMITHVILLE,IN,474
SMITHVILLE,MO,640
SMITHVILLE,OH,446
SMITHVILLE,OK,749
SMITHVILLE,TN,371
SMITHVILLE,TX,789
SMITHVILLE,WV,261
SMITHVILLE FLATS,NY,138
SMITHWICK,SD,577
SMOCK,PA,154
SMOKERUN,PA,166
SMOKETOWN,PA,175
SMOOT,WY,831
SMYER,TX,793
SMYRNA,DE,199
SMYRNA,GA,300
SMYRNA,NC,285
SMYRNA,NY,134
SMYRNA,SC,297
SMYRNA,TN,371
SMYRNA MILLS,ME,047
SNEADS,FL,324
SNEADS FERRY,NC,284
SNEEDVILLE,TN,377
SNELLING,CA,953
SNELLVILLE,GA,300
SNOHOMISH,WA,982
SNOOK,TX,778
SNOQUALMIE PASS,WA,980
SNOVER,MI,484
SNOW CAMP,NC,273
SNOW HILL,MD,218
SNOW HILL,NC,285
SNOW LAKE,AR,723
SNOW SHOE,PA,168
SNOWFLAKE,AZ,859
SNOWMASS VILLAGE,CO,816
SNOWSHOE,WV,262
SNOWVILLE,UT,843
SNYDER,CO,807
SNYDER,NE,686
SNYDER,OK,735
SNYDER,TX,795
SOAP LAKE,WA,988
SOCORRO,NM,878
SOCORRO,TX,799
SOD,WV,255
SODA SPRINGS,CA,957
SODA SPRINGS,ID,832
SODDY DAISY,TN,373
SODUS,MI,491
SODUS,NY,145
SOLANA BEACH,CA,920
SOLANO,NM,877
SOLDIER,IA,515
SOLDIER,KS,664
SOLDIER,KY,411
SOLDOTNA,AK,996
SOLEBURY,PA,189
SOLEDAD,CA,939
SOLEN,ND,585
SOLGOHACHIA,AR,721
SOLOMON,AZ,855
SOLOMON,KS,674
SOLOMONS,MD,206
SOLON,IA,523
SOLON,ME,049
SOLON,OH,441
SOLON SPRINGS,WI,548
SOLSBERRY,IN,474
SOLVANG,CA,934
SOLWAY,MN,566
SOMERDALE,NJ,080
SOMERDALE,OH,446
SOMERS,CT,060
SOMERS,IA,505
SOMERS,MT,599
SOMERS,NY,105
SOMERS,WI,531
SOMERS POINT,NJ,082
SOMERSET,CA,956
SOMERSET,IN,469
SOMERSET,KY,425
SOMERSET,MA,027
SOMERSET,MI,492
SOMERSET,NJ,088
SOMERSET,OH,437
SOMERSET,PA,155
SOMERSET,TX,780
SOMERSET,WI,540
SOMERSET CENTER,MI,492
SOMERSVILLE,CT,060
SOMERSWORTH,NH,038
SOMERTON,AZ,853
SOMERVILLE,AL,356
SOMERVILLE,IN,476
SOMERVILLE,MA,021
SOMERVILLE,OH,450
SOMERVILLE,TN,380
SOMERVILLE,TX,778
SOMONAUK,IL,605
SONDHEIMER,LA,712
SONNETTE,MT,593
SONOITA,AZ,856
SONOMA,CA,954
SONORA,CA,953
SONORA,KY,427
SONORA,TX,769
SONTAG,MS,396
SONYEA,NY,145
SOPCHOPPY,FL,323
SOPER,OK,747
SOPERTON,GA,304
SOPHIA,WV,259
SORENTO,IL,620
SORRENTO,FL,327
SORRENTO,ME,046
SOSO,MS,394
SOUDAN,MN,557
SOULSBYVILLE,CA,953
SOUR LAKE,TX,776
SOURIS,ND,587
SOUTH AMBOY,NJ,088
SOUTH BARRE,MA,010
SOUTH BARRE,VT,056
SOUTH BELOIT,IL,610
SOUTH BEND,IN,465
SOUTH BEND,WA,985
SOUTH BERWICK,ME,039
SOUTH BETHLEHEM,NY,121
SOUTH BOSTON,MA,021
SOUTH BOSTON,VA,245
SOUTH BOUND BROOK,NJ,088
SOUTH BRISTOL,ME,045
SOUTH BURLINGTON,VT,054
SOUTH BUTLER,NY,131
SOUTH BYRON,NY,145
SOUTH CAIRO,NY,124
SOUTH CANAAN,PA,184
SOUTH CARROLLTON,KY,423
SOUTH CARVER,MA,023
SOUTH CASCO,ME,040
SOUTH CHARLESTON,OH,453
SOUTH CHARLESTON,WV,253
SOUTH CHATHAM,MA,026
SOUTH CHINA,ME,043
SOUTH CLE ELUM,WA,989
SOUTH COLBY,WA,983
SOUTH COLTON,NY,136
SOUTH DARTMOUTH,MA,027
SOUTH DAYTON,NY,141
SOUTH DAYTONA,FL,321
SOUTH DEERFIELD,MA,013
SOUTH DENNIS,MA,026
SOUTH DENNIS,NJ,082
SOUTH DOS PALOS,CA,936
SOUTH EASTON,MA,023
SOUTH EGREMONT,MA,012
SOUTH ENGLISH,IA,523
SOUTH FALLSBURG,NY,127
SOUTH FORK,CO,811
SOUTH FORK,PA,159
SOUTH FREEPORT,ME,040
SOUTH GARDINER,ME,043
SOUTH GATE,CA,902
SOUTH GIBSON,PA,188
SOUTH GLASTONBURY,CT,060
SOUTH GRAFTON,MA,015
SOUTH HACKENSACK,NJ,076
SOUTH HADLEY,MA,010
SOUTH HAMILTON,MA,019
SOUTH HARWICH,MA,026
SOUTH HAVEN,KS,671
SOUTH HAVEN,MI,490
SOUTH HAVEN,MN,553
SOUTH HEART,ND,586
SOUTH HEIGHTS,PA,150
SOUTH HERO,VT,054
SOUTH HILL,VA,239
SOUTH HOLLAND,IL,604
SOUTH HOUSTON,TX,775
SOUTH INTERNATIONAL FALLS,MN,566
SOUTH JAMESPORT,NY,119
SOUTH JORDAN,UT,840
SOUTH LAKE TAHOE,CA,961
SOUTH LANCASTER,MA,015
SOUTH LEBANON,OH,450
SOUTH LEE,MA,012
SOUTH LONDONDERRY,VT,051
SOUTH LYME,CT,063
SOUTH LYON,MI,481
SOUTH MIAMI,FL,331
SOUTH MILFORD,IN,467
SOUTH MILLS,NC,279
SOUTH MILWAUKEE,WI,531
SOUTH MONTROSE,PA,188
SOUTH MOUNTAIN,PA,172
SOUTH NAKNEK,AK,996
SOUTH NEW BERLIN,NY,138
SOUTH ORANGE,NJ,070
SOUTH ORLEANS,MA,026
SOUTH OTSELIC,NY,131
SOUTH OZONE PARK,NY,114
SOUTH PADRE ISLAND,TX,785
SOUTH PARIS,ME,042
SOUTH PASADENA,CA,910
SOUTH PEKIN,IL,615
SOUTH PITTSBURG,TN,373
SOUTH PLAINFIELD,NJ,070
SOUTH PLAINS,TX,792
SOUTH PLYMOUTH,NY,138
SOUTH POINT,OH,456
SOUTH PORTLAND,ME,041
SOUTH PORTSMOUTH,KY,411
SOUTH PRAIRIE,WA,983
SOUTH RANGE,MI,499
SOUTH RANGE,WI,548
SOUTH RICHMOND HILL,NY,114
SOUTH RIVER,NJ,088
SOUTH ROXANA,IL,620
SOUTH ROYALTON,VT,050
SOUTH RYEGATE,VT,050
SOUTH SAINT PAUL,MN,550
SOUTH SALEM,NY,105
SOUTH SALT LAKE,UT,841
SOUTH SAN FRANCISCO,CA,940
SOUTH SEAVILLE,NJ,082
SOUTH SHORE,KY,411
SOUTH SHORE,SD,572
SOUTH SIOUX CITY,NE,687
SOUTH STANDARD,IL,626
SOUTH STRAFFORD,VT,050
SOUTH SUTTON,NH,032
SOUTH TAMWORTH,NH,038
SOUTH THOMASTON,ME,048
SOUTH VIENNA,OH,453
SOUTH WALES,NY,141
SOUTH WALPOLE,MA,020
SOUTH WAYNE,WI,535
SOUTH WEBSTER,OH,456
SOUTH WELLFLEET,MA,026
SOUTH WHITLEY,IN,467
SOUTH WILLIAMSON,KY,415
SOUTH WILMINGTON,IL,604
SOUTH WINDHAM,CT,062
SOUTH WINDHAM,ME,040
SOUTH WINDSOR,CT,060
SOUTH WOODSTOCK,VT,050
SOUTH YARMOUTH,MA,026
SOUTHAMPTON,MA,010
SOUTHAMPTON,NJ,080
SOUTHAMPTON,NY,119
SOUTHAMPTON,PA,189
SOUTHAVEN,MS,386
SOUTHBOROUGH,MA,017
SOUTHBRIDGE,MA,015
SOUTHBURY,CT,064
SOUTHEASTERN,PA,190
SOUTHERN PINES,NC,283
SOUTHFIELD,MA,012
SOUTHFIELD,MI,480
SOUTHFIELDS,NY,109
SOUTHGATE,MI,481
SOUTHINGTON,CT,064
SOUTHINGTON,OH,444
SOUTHLAKE,TX,760
SOUTHMAYD,TX,762
SOUTHMONT,NC,273
SOUTHOLD,NY,119
SOUTHPORT,CT,064
SOUTHPORT,ME,045
SOUTHSIDE,WV,251
SOUTHWEST,PA,156
SOUTHWEST HARBOR,ME,046
SOUTHWICK,MA,010
SOUTHWORTH,WA,983
SPADE,TX,793
SPALDING,MI,498
SPALDING,NE,686
SPANAWAY,WA,983
SPANGLE,WA,990
SPANGLER,PA,157
SPANISH FORK,UT,846
SPANISHBURG,WV,258
SPARKILL,NY,109
SPARKMAN,AR,717
SPARKS,GA,316
SPARKS,NV,894
SPARKS GLENCOE,MD,211
SPARR,FL,321
SPARROW BUSH,NY,127
SPARTA,GA,310
SPARTA,IL,622
SPARTA,MI,493
SPARTA,MO,656
SPARTA,NC,286
SPARTA,NJ,078
SPARTA,OH,433
SPARTA,TN,385
SPARTA,WI,546
SPARTANBURG,SC,293
SPAVINAW,OK,743
SPEARFISH,SD,577
SPEARMAN,TX,790
SPEARSVILLE,LA,712
SPEARVILLE,KS,678
SPECULATOR,NY,121
SPEED,NC,278
SPEEDWELL,TN,378
SPEER,IL,614
SPELTER,WV,264
SPENCER,IA,513
SPENCER,IN,474
SPENCER,MA,015
SPENCER,NC,281
SPENCER,NE,687
SPENCER,NY,148
SPENCER,OH,442
SPENCER,OK,730
SPENCER,TN,385
SPENCER,VA,241
SPENCER,WV,252
SPENCERPORT,NY,145
SPENCERTOWN,NY,121
SPENCERVILLE,MD,208
SPENCERVILLE,OH,458
SPEONK,NY,119
SPERRY,OK,740
SPERRYVILLE,VA,227
SPICELAND,IN,473
SPICER,MN,562
SPICEWOOD,TX,786
SPILLVILLE,IA,521
SPINNERSTOWN,PA,189
SPIRIT LAKE,IA,513
SPIRIT LAKE,ID,838
SPIRO,OK,749
SPIVEY,KS,671
SPLENDORA,TX,773
SPOFFORD,NH,034
SPOKANE,WA,992
SPOKANE VALLEY,WA,990
SPOONER,WI,548
SPOTSYLVANIA,VA,225
SPOTTSWOOD,VA,244
SPOUT SPRING,VA,245
SPRAGGS,PA,153
SPRAGUE,NE,684
SPRAGUE,WA,990
SPRAKERS,NY,121
SPRAY,OR,978
SPRING,TX,773
SPRING BRANCH,TX,780
SPRING BROOK,NY,141
SPRING CHURCH,PA,156
SPRING CITY,PA,194
SPRING CITY,TN,373
SPRING CITY,UT,846
SPRING CREEK,NV,898
SPRING CREEK,TN,383
SPRING DALE,WV,259
SPRING GAP,MD,215
SPRING GARDEN,AL,362
SPRING GLEN,NY,124
SPRING GLEN,PA,179
SPRING GREEN,WI,535
SPRING GROVE,IL,600
SPRING GROVE,MN,559
SPRING GROVE,PA,173
SPRING GROVE,VA,238
SPRING HILL,FL,346
SPRING HILL,KS,660
SPRING HILL,TN,371
SPRING HOPE,NC,278
SPRING LAKE,MI,494
SPRING LAKE,NC,283
SPRING LAKE,NJ,077
SPRING MILLS,PA,168
SPRING RUN,PA,172
SPRING VALLEY,CA,919
SPRING VALLEY,IL,613
SPRING VALLEY,MN,559
SPRING VALLEY,OH,453
SPRING VALLEY,WI,547
SPRINGBORO,OH,450
SPRINGBROOK,IA,520
SPRINGDALE,AR,727
SPRINGDALE,UT,847
SPRINGDALE,WA,991
SPRINGER,NM,877
SPRINGER,OK,734
SPRINGERTON,IL,628
SPRINGERVILLE,AZ,859
SPRINGFIELD,AR,721
SPRINGFIELD,CO,810
SPRINGFIELD,GA,313
SPRINGFIELD,IL,627
SPRINGFIELD,KY,400
SPRINGFIELD,LA,704
SPRINGFIELD,MA,011
SPRINGFIELD,ME,044
SPRINGFIELD,MN,560
SPRINGFIELD,MO,658
SPRINGFIELD,NH,032
SPRINGFIELD,NJ,070
SPRINGFIELD,OH,455
SPRINGFIELD,OR,974
SPRINGFIELD,SC,291
SPRINGFIELD,SD,570
SPRINGFIELD,TN,371
SPRINGFIELD,VA,221
SPRINGFIELD,WI,531
SPRINGFIELD CENTER,NY,133
SPRINGFIELD GARDENS,NY,114
SPRINGHILL,LA,710
SPRINGS,PA,155
SPRINGTOWN,PA,180
SPRINGTOWN,TX,760
SPRINGVALE,GA,317
SPRINGVIEW,NE,687
SPRINGVILLE,AL,351
SPRINGVILLE,CA,932
SPRINGVILLE,IN,474
SPRINGVILLE,NY,141
SPRINGVILLE,TN,382
SPRINGVILLE,UT,846
SPRINGWATER,NY,145
SPROTT,AL,367
SPRUCE,MI,487
SPRUCE CREEK,PA,166
SPRUCE HEAD,ME,048
SPRUCE PINE,AL,355
SPRUCE PINE,NC,287
SPUR,TX,793
SPURGEON,IN,475
SPURGER,TX,776
SQUIRE,WV,248
ST JOHN,KS,675
ST JOHN,VI,008
ST PETE BEACH,FL,337
ST THOMAS,VI,008
STACY,MN,550
STACYVILLE,IA,504
STACYVILLE,ME,047
STAFFORD,KS,675
STAFFORD,OH,437
STAFFORD,TX,774
STAFFORD,VA,224
STAFFORD SPRINGS,CT,060
STAFFORDSVILLE,KY,412
STAFFORDVILLE,CT,060
STAHLSTOWN,PA,156
STAMBAUGH,MI,499
STAMFORD,CT,068
STAMFORD,NE,689
STAMFORD,NY,121
STAMFORD,TX,795
STAMPING GROUND,KY,403
STAMPS,AR,718
STANAFORD,WV,259
STANARDSVILLE,VA,229
STANBERRY,MO,644
STANCHFIELD,MN,550
STANDARD,CA,953
STANDARD,IL,613
STANDISH,CA,961
STANDISH,MI,486
STANFIELD,AZ,851
STANFIELD,NC,281
STANFIELD,OR,978
STANFORD,CA,943
STANFORD,IL,617
STANFORD,IN,474
STANFORD,KY,404
STANFORD,MT,594
STANHOPE,IA,502
STANHOPE,NJ,078
STANLEY,ID,832
STANLEY,ND,587
STANLEY,NY,145
STANLEY,VA,228
STANLEY,WI,547
STANTON,AL,367
STANTON,CA,906
STANTON,KY,403
STANTON,MI,488
STANTON,MO,630
STANTON,ND,585
STANTON,NE,687
STANTON,NJ,088
STANTON,TN,380
STANTON,TX,797
STANTONSBURG,NC,278
STANWOOD,IA,523
STANWOOD,MI,493
STANWOOD,WA,982
STAPLES,MN,564
STAPLES,TX,786
STAPLETON,GA,308
STAPLETON,NE,691
STAR,ID,836
STAR,MS,391
STAR,NC,273
STAR,TX,768
STAR CITY,AR,716
STAR CITY,IN,469
STAR JUNCTION,PA,154
STAR LAKE,NY,136
STAR PRAIRIE,WI,540
STAR TANNERY,VA,226
STARBUCK,MN,563
STARBUCK,WA,993
STARFORD,PA,157
STARK,KS,667
STARK CITY,MO,648
STARKE,FL,320
STARKS,LA,706
STARKSBORO,VT,054
STARKVILLE,MS,397
STARKWEATHER,ND,583
STARRUCCA,PA,184
START,LA,712
STARTEX,SC,293
STARTUP,WA,982
STATE CENTER,IA,502
STATE COLLEGE,PA,168
STATE LINE,IN,479
STATE LINE,MS,393
STATE LINE,PA,172
STATE PARK,SC,291
STATE ROAD,NC,286
STATE UNIVERSITY,AR,724
STATELINE,NV,894
STATEN ISLAND,NY,103
STATENVILLE,GA,316
STATESBORO,GA,304
STATESVILLE,NC,286
STATHAM,GA,306
STATTS MILLS,WV,252
STAUNTON,IL,620
STAUNTON,IN,478
STAUNTON,VA,244
STAYTON,OR,973
STEAMBOAT ROCK,IA,506
STEAMBOAT SPRINGS,CO,804
STEAMBURG,NY,147
STEARNS,KY,426
STEBBINS,AK,996
STEDMAN,NC,283
STEELE,AL,359
STEELE,ND,584
STEELE CITY,NE,684
STEELEVILLE,IL,622
STEELTON,PA,171
STEENS,MS,397
STEGER,IL,604
STEHEKIN,WA,988
STEINHATCHEE,FL,323
STELLA,MO,648
STELLA,NC,285
STEM,NC,275
STENDAL,IN,475
STEPHEN,MN,567
STEPHENS,AR,717
STEPHENS,GA,306
STEPHENS CITY,VA,226
STEPHENSON,MI,498
STEPHENSON,VA,226
STEPHENSON,WV,258
STEPHENSPORT,KY,401
STEPHENTOWN,NY,121
STEPHENVILLE,TX,764
STERLING,AK,996
STERLING,CO,807
STERLING,IL,610
STERLING,KS,675
STERLING,MA,015
STERLING,MI,486
STERLING,ND,585
STERLING,NY,131
STERLING,OK,735
STERLING,PA,184
STERLING,UT,846
STERLING,VA,200
STERLING CITY,TX,769
STERLING FOREST,NY,109
STERLING HEIGHTS,MI,483
STERLINGTON,LA,712
STERRETT,AL,351
STETSON,ME,044
STETSONVILLE,WI,544
STEUBEN,ME,046
STEUBENVILLE,OH,439
STEVENS POINT,WI,544
STEVENS VILLAGE,AK,997
STEVENSON,AL,357
STEVENSON,MD,211
STEVENSON,WA,986
STEVENSVILLE,MD,216
STEVENSVILLE,MI,491
STEVENSVILLE,MT,598
STEVENSVILLE,PA,188
STEVINSON,CA,953
STEWARD,IL,605
STEWARDSON,IL,624
STEWART,MN,553
STEWART,MS,397
STEWART,TN,371
STEWARTS POINT,CA,954
STEWARTSTOWN,PA,173
STEWARTSVILLE,MO,644
STEWARTSVILLE,NJ,088
STEWARTVILLE,MN,559
STICKNEY,SD,573
STIDHAM,OK,744
STIGLER,OK,744
STILLMAN VALLEY,IL,610
STILLMORE,GA,304
STILLWATER,ME,044
STILLWATER,MN,550
STILLWATER,NJ,078
STILLWATER,NY,121
STILLWATER,OK,740
STILWELL,KS,660
STILWELL,OK,749
STINESVILLE,IN,474
STINNETT,TX,790
STINSON BEACH,CA,949
STIRLING,NJ,079
STIRLING CITY,CA,959
STITES,ID,835
STITTVILLE,NY,134
STOCKBRIDGE,GA,302
STOCKBRIDGE,MA,012
STOCKBRIDGE,MI,492
STOCKBRIDGE,VT,057
STOCKBRIDGE,WI,530
STOCKDALE,PA,154
STOCKDALE,TX,781
STOCKERTOWN,PA,180
STOCKHOLM,ME,047
STOCKLAND,IL,609
STOCKPORT,IA,526
STOCKTON,CA,952
STOCKTON,IA,527
STOCKTON,IL,610
STOCKTON,KS,676
STOCKTON,MN,559
STOCKTON,MO,657
STOCKTON,NJ,085
STOCKTON,NY,147
STOCKTON,UT,840
STOCKTON SPRINGS,ME,049
STOCKVILLE,NE,690
STOCKWELL,IN,479
STODDARD,NH,034
STODDARD,WI,546
STOKES,NC,278
STOKESDALE,NC,273
STOLLINGS,WV,256
STONE LAKE,WI,548
STONE MOUNTAIN,GA,300
STONE RIDGE,NY,124
STONEFORT,IL,629
STONEGA,VA,242
STONEHAM,CO,807
STONEHAM,MA,021
STONEHAM,ME,042
STONEVILLE,MS,387
STONEVILLE,NC,270
STONEWALL,LA,710
STONEWALL,MS,393
STONEWALL,NC,285
STONEWALL,OK,748
